,trn_loss,vld_loss,vld_rel_err,vld_rel_err_o,vld_rel_err_h
0,0.036285154645641644,0.016926629841327666,0.20009591579437255,0.15915584206581115,0.2121371078491211
1,0.014228236513833205,0.011878677792847157,0.16116915106773377,0.10343933761119843,0.1781485116481781
2,0.009274919964373112,0.006143171526491642,0.11740712761878967,0.08992828160524369,0.12548914253711702
3,0.004987661956499021,0.0037090205773711205,0.08977084368467331,0.08010849744081497,0.0926127102971077
4,0.003083960795775056,0.002309861248359084,0.06929615616798401,0.06644975394010544,0.07013333797454833
5,0.002134852632880211,0.0017504827631637453,0.060541104376316074,0.05558937877416611,0.06199749156832695
6,0.0016671178319181005,0.0014242768799886108,0.05421808168292046,0.048766978234052655,0.05582135185599327
7,0.001377897320004801,0.0011867720447480679,0.0497756452858448,0.04451949954032898,0.05132156953215599
8,0.0011635651579126715,0.0010101030766963958,0.04568363755941391,0.039542206972837446,0.047489942759275434
9,0.0009959232620894909,0.0008719124947674572,0.04230528235435486,0.03488411366939545,0.04448798045516014
10,0.0008684772454823057,0.0007639866694808006,0.0396961697936058,0.03224969908595085,0.041886307448148724
11,0.0007670432515442372,0.0006776704546064138,0.03745669484138489,0.030615786761045455,0.03946872651576996
12,0.0006843856380631526,0.0006070190132595599,0.03561241611838341,0.029507558569312097,0.03740795969963074
13,0.0006165088503621519,0.0005492112669162453,0.03397370532155037,0.02875702939927578,0.035508022010326386
14,0.0005611399731909236,0.0005004131246823817,0.03254266336560249,0.028074059039354324,0.03385695964097977
15,0.0005128243588842452,0.0004603669501375407,0.0312934785336256,0.027337622717022895,0.032456964775919916
16,0.000472872129175812,0.0004260548308957368,0.030183645486831664,0.02679094299674034,0.031181500256061555
17,0.0004388102578620116,0.00039647891419008374,0.029195730537176133,0.026259197369217873,0.0300594175606966
18,0.0004095472473030289,0.0003705088282003999,0.028307151943445207,0.025717096850275994,0.02906893327832222
19,0.0003830476454459131,0.00034824270522221924,0.027479779943823814,0.025191995427012445,0.028152659758925436
20,0.0003608494329576691,0.00032890790607780217,0.026745468378067017,0.024724394530057908,0.027339899986982344
21,0.0003413875501913329,0.00031171581824310127,0.0260524196177721,0.02427920863032341,0.02657394953072071
22,0.0003237091012609502,0.00029656482744030657,0.025407065227627753,0.02393403246998787,0.025840308740735052
23,0.00030840231183295447,0.00028309807647019624,0.02482352539896965,0.02352145850658417,0.025206485688686373
24,0.0002943825327868884,0.0002711151464609429,0.024274675101041795,0.02312262386083603,0.024613512456417085
25,0.0002821589542630439,0.0002602679654955864,0.02377754934132099,0.022827407494187355,0.024057002663612367
26,0.0002709550616176178,0.00025033068552147595,0.023286643996834756,0.02245580978691578,0.02353100575506687
27,0.00026093008966806034,0.0002410723693901673,0.02287720628082752,0.022191778793931007,0.023078800663352012
28,0.00025149012876984976,0.0002333061199169606,0.022391141206026078,0.021812048554420472,0.02256146416068077
29,0.0002427569458571573,0.00022567675856407731,0.022088052108883857,0.021554682031273843,0.02224492758512497
30,0.00023472735250834375,0.00021846374962478877,0.021643233448266984,0.02120861403644085,0.021771062314510346
31,0.00022769708380413552,0.0002122065209550783,0.021379603669047356,0.0209219765663147,0.021514198333024977
