runid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
11,0.006366921572969541,0.012285016917080257,0.010154365844193512,0.012085718533868403,0.007329967037801934,0.016233818066100702,0.019469688466213907,0.014310171245415613,0.019449152562070693,0.01660281006046047,0.018754499084306132,0.021113883346538378,0.008553135848491404,0.010534408432946006,0.014045357119129409,0.013302578763824213,0.018142358611900843,0.015395250751531137,0.008069979021911824,0.041753412339644386,0.04497039723393225,0.04506144808736025
12,0.010218339816044674,0.01124423685182033,0.011223139775720417,0.014239892614386698,0.008069985294702313,0.01587215977872917,0.017424385602187602,0.011096708300228676,0.023309312758121842,0.020232194293122376,0.026735440180933587,0.018428722987050106,0.011973801253632687,0.011258643735620015,0.010048760128577973,0.014082679974037955,0.017550818928019973,0.01215319752530157,0.006121364136902715,0.05248496348662396,0.054289082024222335,0.05570353024537602
13,0.008677208618657582,0.009566763460668122,0.011475268235853328,0.010159982433544625,0.006278645812824527,0.01407875782190739,0.01346378157691937,0.012612468557727718,0.017546208034604775,0.012747564188090666,0.016608689844891677,0.013790001053855576,0.008983094641349143,0.011427579207957799,0.012403347050117247,0.011817720566073888,0.014555020453203256,0.008367780895827806,0.009262032116066458,0.04365408394744643,0.04763625116596893,0.045559159933650735
14,0.004603257992227256,0.01562539213923742,0.019765821423248463,0.018941858392024526,0.005025058601301078,0.04134208814301662,0.056055491012987055,0.010527417965205456,0.059009238599097597,0.03945385261724867,0.04793562525996121,0.04124610765582469,0.008852480149252839,0.02895862964742768,0.018572914715654424,0.031925774143085575,0.03698793291867094,0.010121014823143933,0.005950999849484171,0.12726613771329928,0.13252105522854316,0.12940539141374907
15,0.008836336766872444,0.011716607247950732,0.015914167935204684,0.010588556952711513,0.011577154380712308,0.012722409482708029,0.018150513436882537,0.012273917464851593,0.015959888053820048,0.01537057306163247,0.01305773012169909,0.01537238815694498,0.012357816489425098,0.01310898214750603,0.016178222178516104,0.011447454238263838,0.010994553143943415,0.013540162429235255,0.012314857530684325,0.027458756850153004,0.03019682261211024,0.030302702202540596
16,0.007592486165289885,0.012749168603060803,0.01565932687341042,0.0132351595428523,0.007765651355122302,0.013573755956747004,0.016996269917910513,0.019806293841174785,0.020861478925600075,0.012249876582245398,0.018947459659191427,0.013502714793830323,0.013334851047736856,0.016466662329735274,0.5019257457042388,0.509650592917869,0.011957728600971922,0.013522379948551813,0.013312564084036128,0.029893869615723167,0.03164458938352774,0.033832929024902765
17,0.007796530418817814,0.02266221469494531,0.020020267703031648,0.026366101229501674,0.011499566670405685,0.043482165690458284,0.049237874882549854,0.01761554251031921,0.06204309605826563,0.04636255739425043,0.05713712475540204,0.031942028497804,0.019403262192247084,0.021751086225220272,0.028948511478639402,0.036730799532380315,0.056568588318842254,0.00904790745599799,0.012945448996290616,0.12815364588551398,0.12848779140197733,0.129062741920552
18,0.007936409270863792,0.010015872772124628,0.010967594057177238,0.009613929054897599,0.006489988840239862,0.012724501015197313,0.014274526499301242,0.011602647026812725,0.01379215419394828,0.011080699089773119,0.014006410862663816,0.012947391459486042,0.009697717031797134,0.011890679202629997,0.010512493225142939,0.014204135078168622,0.011536337114760516,0.009656775968517104,0.011078750903675614,0.036046432288861396,0.037268000031766106,0.03999263340207124
19,0.008756681128248097,0.011512345369440244,0.011996041752840938,0.013366426287045343,0.0075134154707082405,0.009828271896403607,0.013410069684136985,0.01096772512115341,0.014829386641444389,0.016330470945219732,0.018273405740599567,0.013205945444134863,0.009050132079711469,0.012678350711754667,0.013108473637066171,0.011768201861457049,0.013866345718170836,0.008117767162037562,0.010147499941771807,0.033882318665269875,0.03732686297706426,0.040735941442352444
20,0.009567918968281564,0.025757347971466026,0.01889394384555995,0.024131891362884243,0.008818286389372642,0.044464337404187475,0.05427709756074238,0.012896674532998666,0.06145083038659821,0.04710222840288566,0.06284411423065613,0.040936520372264945,0.013357495137828664,0.031109205201574123,0.02313803291690581,0.03176472018114368,0.03978031420774647,0.01656402322445443,0.009516411366365374,0.1337844336354078,0.1367041510865593,0.1345055442810847
21,0.008327437137199634,0.031731685121680966,0.021329314429871467,0.02196070840384733,0.00605715601519594,0.044571358665026393,0.05630115151106242,0.019015922172212322,0.06384928940620566,0.0452283655155902,0.06150302333605603,0.04008368933529958,0.018549758683919546,0.02983309533371147,0.028304723194373268,0.03265537242348059,0.0387541541511587,0.008587423981908338,0.006702685445913561,0.13512606135345093,0.13678900585803755,0.1372440824787996
22,0.0046364293692860836,0.025593616088666983,0.01975399949057758,0.022750970182593422,0.013172373111385248,0.045257909827510864,0.053803850032581896,0.011186316108212923,0.06175575633554722,0.04316539785541207,0.05663596875418444,0.039283433539638035,0.009562766357362496,0.028867623086367606,0.025324006359164642,0.03268792365753261,0.047695052943215216,0.008856774100278597,0.007867958688469907,0.13567745684064364,0.132448270910603,0.1358451230137199
