runid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.009366809038144141,0.024132375261972035,0.019885430768136356,0.02267056374106742,0.009670264120795783,0.04533723004991788,0.05552352745856103,0.006188075544649876,0.060629151326795735,0.04498679411905369,0.05692471364624341,0.038331354845578064,0.012352376388761317,0.02742414009241136,0.021518560816902496,0.03211273815004386,0.04223514308198551,0.00810524227276978,0.005177536557440906,0.13487674229973587,0.13600056678645756,0.1366341073836333
2,0.008705430982805793,0.0080640613950481,0.007279112154775967,0.004423860932763526,0.007834954303058266,0.0070463870125443105,0.012165959463179268,0.004241921613473098,0.019938364702624486,0.012163213377688933,0.020413381625651632,0.01184365581678683,0.007752784700469043,0.011376256747525817,0.009601912671990549,0.009833856378183741,0.012069688492225512,0.0054800504386162486,0.0053571870780595885,0.05473303879113046,0.05597546174784344,0.057246669077481036
3,0.006784808826571461,0.005044169731696535,0.0076249035914605625,0.006269676498365492,0.007188752441577131,0.006366797123796706,0.008143588930215027,0.006423859337413534,0.011594673435576887,0.008830016418798341,0.014341640181717392,0.006869841669976926,0.007604329667518053,0.009221137462770368,0.008948048434540345,0.008946033653635874,0.008451060668867697,0.005791379966091082,0.004648462010108813,0.040906185204958874,0.03709318619802098,0.03919874551953023
4,0.007464016406790408,0.007542113166856848,0.010660577086020957,0.00984564410637803,0.007205549348268309,0.0069880784713909115,0.007121987410423505,0.009132331356017593,0.008394992593717655,0.006965429298167612,0.014789119046681832,0.006833015082838318,0.010446886271265648,0.009480221365569596,0.008902569017283922,0.009797322657745869,0.008841614827638209,0.005268583686667447,0.005111587242974448,0.031122166231040315,0.031518143781486645,0.0332283599644015
5,0.0074439597762934176,0.0081225760400461,0.00957228259454438,0.008453398879512655,0.0075812282998587764,0.011720729497666895,0.011538275783094196,0.005876275303729539,0.009042452009626237,0.00912157805015778,0.010858594147773744,0.011794770398399365,0.006463246264024808,0.010894421496727228,0.011569926998444583,0.012079805370796188,0.011237970230989295,0.006355822908151921,0.00820194252440001,0.013376126958677053,0.01456445457489934,0.01667406321147867
6,0.007380985532688564,0.008256990639219934,0.009715518328254907,0.009183264480820554,0.009752782696231664,0.008613080688754778,0.012203530486614466,0.008169553496836499,0.009448266653356305,0.008908286257154188,0.015719630477376643,0.01092366531639585,0.008195625565647749,0.014447883355453323,0.011022115055075691,0.008697912504492757,0.010586578524868485,0.008398403317458968,0.012174549414580928,0.016578952740381844,0.014043774970530267,0.017472023079247737
7,0.010336942866090729,0.009618724514658393,0.01031746243686843,0.009034128119657158,0.007537975649360993,0.01130207828653425,0.011587101201265144,0.010191634985582454,0.01037473051775717,0.01084480051464008,0.012606845070517302,0.011709605648406098,0.00818339791474407,0.013152206637071466,0.010840092173837142,0.012236918468849285,0.01613353307283922,0.009194253379812733,0.008830786159769845,0.014769616096557527,0.014245579479289403,0.01430375440991146
8,0.008289030864829969,0.006247303144052877,0.007472518761447749,0.008263963563044388,0.007843899577573848,0.007065039813253623,0.007037501221677655,0.004866367180086236,0.008365847329190403,0.0070056448628285995,0.01049258352414254,0.00700576684452513,0.006565073095649455,0.009368979320896118,0.0077539535992423424,0.009586631015039308,0.009851852161285443,0.005157954440593399,0.008153724849653834,0.025183586222441524,0.026150839551100476,0.030917368940003884
9,0.00943657205455081,0.008008846482151926,0.009914992322915903,0.007833942098791805,0.008096266642243359,0.009429408416344133,0.011055173442123048,0.006215700224971902,0.008029440868033332,0.008361036202076668,0.009186174025684973,0.00946054791196697,0.007893427405073932,0.008861357238674497,0.00922658012237519,0.008978918661440934,0.012992699199320744,0.004331570539273692,0.00452528280896055,0.03557108538234538,0.03247666495117254,0.03144123277426417
10,0.007813251565759073,0.010973020332032308,0.008192911356678727,0.00841207261034891,0.005576157269051296,0.011555673230631528,0.014076649194481277,0.008550360049465258,0.01479345195871892,0.010664166864270287,0.013004955647199754,0.011779634208089425,0.005298455684824434,0.0037282340470460797,0.007402666813343947,0.009631593263362152,0.01212926443087613,0.004596999298552392,0.005347559769856043,0.0355935613335369,0.038788744705730245,0.04219704317582105
11,0.0065282533510733765,0.008828475926674404,0.007651582872089085,0.008675652030623997,0.00574054744651826,0.013928011699191356,0.01775942876084464,0.005683109284122805,0.02119453348193828,0.01458834076958229,0.017366397636137943,0.013891739170169327,0.005623279039102416,0.006023463678035139,0.0042679710000768445,0.011014728299483632,0.013381250130633715,0.005402836634169811,0.004991665342984214,0.04299285899851529,0.050069999456905094,0.05063796908088202
12,0.00818593333178194,0.009548693094379716,0.00630623395640332,0.009410384045432109,0.007953882240560739,0.015914738888006284,0.019088689197112926,0.010755058363534712,0.026525702435619084,0.018392816024226287,0.026468930779517317,0.015911847541213095,0.00704827016366262,0.010837787716989527,0.009467370063698357,0.011743410717566145,0.014775796044858593,0.005364352484318094,0.005326553740335067,0.06073028270860228,0.0671117215359785,0.06726793366070465
13,0.005534062676468729,0.004441158681047535,0.007452018281809885,0.005629621908167428,0.006001782798786949,0.011298724966583374,0.014050039555981844,0.006673670117504304,0.018298472898271703,0.013677658930226702,0.02087639190845641,0.0098634083260121,0.007945870514772059,0.010478056123804707,0.009039804700263712,0.007003022996964477,0.011155894505742383,0.005642154434684707,0.005465959634154933,0.06122003387730355,0.054175349013005344,0.05934395092253377
14,0.008410195201208094,0.021754974213907853,0.02397594391520646,0.021087232404162465,0.007077188540444464,0.04322827062261686,0.053747176838797726,0.005937892003080076,0.06164339066369057,0.043343051166353105,0.05717250653097281,0.03798464922739993,0.011228255125444413,0.027915956769505028,0.022927035850152322,0.03183443576127445,0.03835367818848987,0.004673220825876406,0.004292379266791315,0.13315998319182284,0.13421214016494967,0.1348466449306506
15,0.005848473975306532,0.006070851204451515,0.00659669515832908,0.007019394888536487,0.006312435915677671,0.0070562443848991244,0.006714829666734854,0.003648482600422371,0.009568787067802549,0.004672570228033591,0.01209553842378987,0.005857098038279294,0.005721203490499178,0.00698124212647514,0.00708549188676537,0.006130204080463588,0.006400152548404561,0.00536268728363066,0.004315388064180521,0.0312606131219134,0.029841877754300642,0.031638005921977026
16,0.006738790188046197,0.005456535826311512,0.007907563268287336,0.007572422310245546,0.005343423718466169,0.0076120746296413,0.009669778977136783,0.005613440454503059,0.011711906399682075,0.006971366559781324,0.012664852156547118,0.006323042634257519,0.005001534056082937,0.010904552569583758,0.008673684509748408,0.006513491740439255,0.005930838738091355,0.004531533270151884,0.006016156150741594,0.03506197014096299,0.034235614567874946,0.03412778972638114
17,0.008713777503475078,0.023418357175716026,0.01723459265051922,0.02222585470454843,0.011572292855039553,0.041025924649785585,0.05136138137846611,0.006336486565690042,0.058982389623503995,0.04298884357163388,0.05610449945744641,0.03830225832269641,0.006030004552395911,0.02420121180544279,0.01877397003141098,0.027417555299270643,0.03943014514904429,0.008153350123595325,0.005462702297154877,0.1321386801444037,0.1307690404311588,0.1340547093184686
18,0.006376999252218578,0.006624674314346455,0.006909327526492453,0.00826129241220415,0.007573179037308478,0.012060639550317503,0.01359245021012062,0.007121492077139151,0.014426692796679137,0.01094778344946994,0.013823332660217498,0.00827117588834658,0.008093185619646923,0.010587558767101381,0.010014564162804836,0.005760593062208157,0.009338693691970294,0.0057465922806958945,0.005714697253862957,0.04388276250583178,0.04226610262907261,0.0446734749167183
19,0.005909168342231885,0.007876535343291064,0.010038595710573932,0.011336904336588077,0.006350247445588169,0.008867321211462139,0.01166094979354311,0.005172727825696984,0.013233973028384966,0.007062690137130366,0.014455638711462463,0.006054066259040692,0.004991951126077756,0.008120603301317515,0.00787496043426163,0.006400463180910729,0.004938046350335626,0.003908928192544638,0.006170891564838743,0.036784829963698785,0.03569189619313638,0.03871325665228222
20,0.011079479513428647,0.022863075278973008,0.019106805937185143,0.02359864802855407,0.01101354535022648,0.04507226359264546,0.05452515618137532,0.008765401538966749,0.06027464985307447,0.04302083614294807,0.05817574693089006,0.039151366518277525,0.009111426090010545,0.026790458039765243,0.022997717581587626,0.030412325468966755,0.03887719976600253,0.008368074790031576,0.00744669633857172,0.13441386888322693,0.1340961612795007,0.13558942412611635
21,0.009497748957157881,0.02417660364936323,0.01961514954551356,0.02181767380710585,0.008035484610507026,0.045428305627500436,0.05455321107083803,0.010395423660615405,0.06126783017425897,0.04551434819436721,0.059630769073996434,0.03980503401329161,0.006923078892113585,0.030627804861772346,0.024156674804967974,0.03263987053847066,0.040720387534158284,0.006957464848221546,0.00687384190929513,0.1345916747386865,0.13540250288336783,0.13776250064879778
22,0.008015262764192206,0.02416489023738633,0.020365733985914236,0.023665266943861195,0.007631499403557,0.044542976528575695,0.05408120403344574,0.00826983538287489,0.061119980195887394,0.04427501369385176,0.05665784289137013,0.038485196476428805,0.005106860739090462,0.028413840840002407,0.021073449586423737,0.029617037099974267,0.04004743336583716,0.0070822771203726985,0.005977674004571626,0.13316938834517972,0.13575295624659134,0.1361018868699782
