,trn_loss,vld_loss,vld_rel_err,vld_rel_err_o,vld_rel_err_h
0,19.06932175954183,6.286350727081299,1.6931445503234863,1.7211174774169922,1.5765907669067383
1,3.637003928820292,1.726665539741516,0.911520025730133,0.9364946174621582,0.8074592614173889
2,1.2066002297401428,0.8034269666671753,0.6107612252235413,0.6251742219924927,0.5507072079181671
3,0.6485213494300842,0.4645985722541809,0.47414311170578005,0.4860849475860596,0.42438549160957334
4,0.3995990574359894,0.299108030796051,0.3791929352283478,0.39005005836486817,0.3339549112319946
5,0.2716159502665202,0.21619254529476165,0.3212609302997589,0.32684030652046203,0.2980135905742645
6,0.2001120275259018,0.1639694494009018,0.2794505274295807,0.28636192321777343,0.25065305292606355
7,0.15222808162371318,0.12838376700878143,0.24554282665252686,0.25187089800834656,0.21917592823505402
8,0.11934785077969233,0.10365559160709381,0.22020892679691315,0.22630544424057006,0.1948067945241928
9,0.09678658783435821,0.08597664833068848,0.1987500774860382,0.20508579909801483,0.17235120356082917
10,0.08075173377990723,0.07296802431344986,0.18248803198337554,0.18842658936977386,0.15774408757686614
11,0.06854591409365336,0.06304164081811905,0.16951053857803344,0.17443056285381317,0.14901040256023407
12,0.05923760414123535,0.0553017295897007,0.15884611308574675,0.16293324053287506,0.14181642055511476
13,0.051984621038039525,0.04923709079623222,0.14975421369075775,0.1533071804046631,0.13495018541812898
14,0.04623471364378929,0.04428444117307663,0.14175688922405244,0.14516815662384033,0.12754329532384873
15,0.04165956646203995,0.04026971310377121,0.13493164718151093,0.13809446454048158,0.12175323575735092
16,0.03778143753608068,0.036853319555521014,0.12898802787065505,0.13196869134902955,0.11656859129667282
17,0.03461659093697866,0.033919424787163734,0.12373535752296448,0.1266957092285156,0.11140055894851685
18,0.031940431594848634,0.0313830903172493,0.11896667987108231,0.12191355496644973,0.10668802052736283
19,0.029609672899047534,0.029282886981964112,0.11515983551740647,0.11787591338157653,0.10384281367063522
20,0.02750551499426365,0.027100359201431275,0.11079102873802185,0.11351893365383148,0.09942474693059922
21,0.025682151938478153,0.025512479320168494,0.10727282404899598,0.10985241293907165,0.09652454644441605
22,0.024143232653538387,0.02382033884525299,0.10409271031618118,0.10652367174625396,0.09396370321512222
23,0.02267052446802457,0.0224444093555212,0.10093841969966888,0.10331060290336609,0.09105430841445923
24,0.021434061527252198,0.021284940615296365,0.09820960611104965,0.10053786605596543,0.08850853383541107
25,0.020360460182030995,0.020173404738306998,0.09607625246047974,0.09817959159612656,0.08731234282255172
26,0.019259010255336762,0.01915470778942108,0.09342187136411667,0.09562014818191528,0.08426238775253296
27,0.018345776945352554,0.01816294975578785,0.09129398167133332,0.09333260118961334,0.08279973894357681
28,0.01750733738144239,0.017361794225871564,0.08940036356449127,0.09137159913778305,0.08118691265583039
29,0.01674873615304629,0.016651488356292248,0.0873009642958641,0.08920007586479187,0.07938801229000092
30,0.016053470882276693,0.01592273224145174,0.08554397463798523,0.0874551722407341,0.07758064046502114
31,0.015385566726326943,0.015228086225688458,0.0836789932847023,0.08551989197731018,0.07600858509540558
32,0.014820207183559735,0.01475435096770525,0.08209360718727111,0.08395660728216171,0.07433109149336815
33,0.01421334084123373,0.014079066514968873,0.08029697448015213,0.08199304759502411,0.07322999656200409
34,0.013683289947609107,0.013558439165353774,0.07871514350175858,0.08043543487787247,0.0715472562611103
35,0.013187816527982553,0.012980663254857062,0.07724145382642746,0.07889665305614471,0.07034478187561036
36,0.01269616591433684,0.012523223683238029,0.0758479568362236,0.07736796468496322,0.06951457098126411
37,0.01227580608179172,0.012098997309803962,0.07460996210575103,0.07608195841312408,0.06847663536667824
38,0.011913048066198827,0.0117158417776227,0.07323491275310516,0.07470721691846847,0.06710032150149345
39,0.011516112635533015,0.011312034912407398,0.07199887692928314,0.07335372567176819,0.06635365679860115
40,0.011139692477881909,0.01096041765064001,0.07073948964476585,0.07209271490573883,0.06510105431079864
41,0.01079220167050759,0.01064016655087471,0.06962487921118736,0.07089837089180946,0.06431866392493248
42,0.010524449981749057,0.010328365582972765,0.06854231283068657,0.06975258558988572,0.06349951207637787
43,0.01024918915083011,0.010040293782949447,0.06745035454630852,0.06865892723202706,0.06241463303565979
44,0.009932800109187762,0.009713217858225107,0.06637163758277893,0.06756256073713303,0.061409461945295334
45,0.009679073703785738,0.009605335928499699,0.06592509552836417,0.0671332262456417,0.06089122220873833
46,0.009473584008713563,0.009217722807079554,0.06458227530121803,0.06564230650663376,0.0601654677093029
47,0.009190362505614757,0.0089474456012249,0.0634596586227417,0.0645035120844841,0.05911028325557709
48,0.008947764361898104,0.00872496597468853,0.06259429052472115,0.06357707992196084,0.058499332964420316
49,0.008763017567495505,0.008528735153377057,0.06185766398906708,0.06286287814378738,0.05766926422715187
50,0.008553108399113019,0.00834149932488799,0.06124811172485352,0.06214895009994507,0.057494613826274875
51,0.008384960715969404,0.008205609787255526,0.06073309451341629,0.06159253254532814,0.05715210258960724
52,0.008251624802748362,0.007999559212476016,0.05985125660896301,0.06069261908531189,0.0563455730676651
53,0.008097805057962735,0.007893128246068954,0.05946376338601112,0.06032487884163856,0.05587577491998672
54,0.007928805084278186,0.007628205418586731,0.058325249254703525,0.05915076598525047,0.05488560914993286
55,0.007744412440806627,0.00748043017461896,0.05780170366168022,0.058562730252742765,0.05463076412677765
56,0.007584737514456113,0.007238741237670183,0.05684091866016388,0.05749446123838425,0.054117828458547595
57,0.007314477209001779,0.006936501991003752,0.05567160338163376,0.05608474105596542,0.053950201123952865
58,0.007140682221700748,0.006771725900471211,0.05495441183447838,0.05525276660919189,0.05371127411723137
59,0.006944162932535012,0.006510385144501925,0.05370609700679779,0.054018136113882065,0.0524059396982193
60,0.0067040444724261765,0.006381523739546538,0.05313766688108444,0.05336374297738075,0.05219568803906441
61,0.00656637607763211,0.006203721035271883,0.052247314155101775,0.05242240145802498,0.05151779890060425
62,0.006449123875548442,0.006072595231235028,0.0516033972799778,0.05172426462173462,0.05109978511929512
63,0.006310595981776714,0.006000825744122267,0.051361531168222424,0.051487165838479995,0.05083805993199349
64,0.006229912557949622,0.005869021210819483,0.05065311387181282,0.05073469787836075,0.05031318083405495
65,0.006100974157452583,0.0057754811085760594,0.050173018127679825,0.05021718397736549,0.049988997131586076
66,0.006042696889489889,0.005655602272599936,0.04956512048840523,0.049579337686300275,0.04950589701533317
67,0.0059547865266601245,0.005658944621682167,0.04969365864992142,0.049658140540122984,0.04984164401888847
68,0.0058795688860118385,0.005512852454558015,0.048972457498312,0.048937386870384215,0.04911858037114143
69,0.005788617817064127,0.005474745081737637,0.04890171378850937,0.04874480605125427,0.04955549404025078
70,0.005724521763622761,0.005345073537901044,0.04827338874340057,0.04817255422472954,0.04869353041052818
71,0.005590790125230948,0.0052507001254707576,0.047683486938476564,0.047582532167434695,0.04810413882136345
72,0.005518573056906462,0.005192661415785551,0.04744402393698692,0.04735324382781982,0.047822288274765014
73,0.0055074157752096654,0.005126138608902693,0.047103512883186344,0.046975135356187823,0.047638427168130874
74,0.005403614180783431,0.005097778849303723,0.046951991468667985,0.04676529824733734,0.04772987648844719
75,0.005307582995543877,0.004977961983531714,0.04624762400984764,0.0460663640499115,0.04700288325548172
76,0.005233006204168002,0.0048995578102767464,0.04578967571258545,0.04560116469860077,0.04657513052225113
77,0.005161808499445517,0.004844098621979356,0.0455520036816597,0.045360282957553864,0.04635084599256516
78,0.0051131306278208895,0.004790950529277325,0.04524754509329796,0.04505687341094017,0.04604200839996338
79,0.005034689201662937,0.004724612440913916,0.04497306168079376,0.044742162376642226,0.04593513831496239
80,0.004994954311599334,0.0046677209064364435,0.04491198316216469,0.044644638895988464,0.04602591842412949
81,0.0049500453596313795,0.004667831128463149,0.044689159095287326,0.044424864798784255,0.045790394693613054
82,0.004918322407950958,0.004647888597100973,0.04490503311157226,0.04452907830476761,0.046471520364284515
83,0.0048511453717947,0.004578798487782479,0.04454692631959915,0.04425226449966431,0.04577467262744903
84,0.004769352007036408,0.004474151963368058,0.043747177720069884,0.043421681970357895,0.045103411227464675
85,0.0047327254836757975,0.004419642686843872,0.043389500230550763,0.042982141226530074,0.045086830705404285
86,0.0046886842884123325,0.004470862857997418,0.04432331383228302,0.04400786757469177,0.045637673884630206
87,0.004707471150904894,0.0044259392842650415,0.04396396532654762,0.043671436160802844,0.045182832330465314
88,0.004688634897271792,0.004249521074816584,0.042556204348802563,0.042181107699871066,0.044119105339050294
89,0.004544182897855838,0.004186492888256907,0.04211458697915077,0.04172408893704414,0.04374166861176491
90,0.004462841134518385,0.004147161589935422,0.04194948926568031,0.04154944270849228,0.04361635372042656
91,0.004426069402446349,0.004099481236189604,0.041640536189079286,0.04125038668513298,0.043266171663999556
92,0.004429269743462403,0.004178889188915491,0.04253686532378197,0.04195776343345642,0.04494979098439217
93,0.004388604896763961,0.0041181887593120334,0.042124803066253665,0.04165365070104599,0.044087940454483034
94,0.004313416006043553,0.004028174737468362,0.041464230567216875,0.04107043772935867,0.0431050343811512
95,0.004260928531487782,0.003937940010800957,0.04065306767821312,0.04022162914276123,0.042450722754001614
96,0.004218551879748702,0.003899165317416191,0.04054005354642868,0.0401206248998642,0.04228767156600952
97,0.004172547552734614,0.003884793156757951,0.04035372838377953,0.039913872182369234,0.042186461091041565
98,0.004169816945989927,0.003945940593257547,0.04118042111396789,0.04073092460632324,0.04305331274867058
99,0.004104304444044828,0.003836904475465417,0.040288173407316205,0.03973530218005181,0.042591805309057235
100,0.00405243576814731,0.0037514938693493606,0.03961587399244308,0.03917162738740444,0.041466897279024126
101,0.004009499543656906,0.0037534739542752506,0.039737433791160584,0.0392460310459137,0.04178495392203331
102,0.003982511690507332,0.0036920732259750366,0.039359385818243026,0.03880210734903813,0.041681379079818726
103,0.003950134189799428,0.003640787359327078,0.039082201197743416,0.038605057671666144,0.04107028841972351
104,0.003933839478219549,0.003623276799917221,0.03913285233080387,0.03864868678152561,0.0411502081155777
105,0.003923766401906809,0.003787963483482599,0.040185230374336245,0.03962318003177643,0.04252710834145546
